id,text,label
12273,RT @JustHad_that: Good pussy &#128166;&#128049; comes with a smart ass mouth &#128068;&#128069; &amp; a crazy ass attitude &#128530;&#128175;,1
12274,@IzThat_xp @xDSmooth lmao denote got a bitch here right now but he love her,1
12275,Designer belt with a trash fit is still trash..,2
12276,RT @Annnna_dav69: I hate trailer trash &#128567;,0
12277,"My nig been talking bout what he gonna be for Halloween since July, to excited!",1
12278,RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.,1
12279,@Benny_Balboa tell that boy he a hoe i just called him,1
12280,shit bitch nigga shit,1
12281,RT @OG_Kicks: I love my girlfriend she be shitting on y'all hoes. &#128514;&#128175;,1
12282,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,0
12283,@kuhnatekuhnite @studlydubly talkin' bout bitches gettin' butthurt am i right?!,1
12284,RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm,2
12285,"RT @Lipe_the_Great: Had to charge my ipod. 
Fuck the redskins.",1
12286,RT @juicygenie: @thotpockets fat bitches that think they cute,1
12287,Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,2
12288,Yasss bitch yass,1
12289,He bring the hoes out on twitter nigga got magical powers RT @thisisyoungdj: Who is @DJZeeti?,1
12290,I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP,1
12291,RT @9_3TilInfinity: If I wanted my ex back believe me I'd fucking go get they ass. &#128514; but I ain't bout to dig through the trash. &#128520;&#128686;,1
12292,RT @CherryBby_xoxo: If this bitch don't just go through the freaking packet &#128530;,1
12293,@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit,1
12294,I need to re up on some hoes,1
12295,She the reason I'm quick to dip out on a bitch.,1
12296,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py,2
12297,RT @__LilBrisko: I don't care about none of these bitches,1
12298,The nerve of this nicca .. Step on my crispy ass shoes wit them dusty ass timbs!,1
12299,I know that karma's too real so I hope you doin' cool.. But still stupid ass bitch I ain't fuckin' with you.,1
12300,"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",2
12301,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,2
12302,"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now",1
12303,RT @Sexualgif: if you pass up the chance with a hot faithful girl cause the single life with hoes is on your mind you are just plain dumb m&#8230;,1
12304,I wish I had a reason to buy a suit for a wedding but clearly bitches dont know what those are.,1
12305,I'm dressing up as an albino one day and scaring the shit out of amaris' mom,1
12306,RT @tupactopus: hoes on my jitterbug,1
12307,RT @FAAMMoverALL: This nigguh Chris Paul,0
12308,"Have you ever thought a bitch was wet as fuck, but woke up the next morning &amp; realized that she was just on her period?",1
12309,RT @kaaatt0: I'm snatching all your bitches at my leisuuuure,1
12310,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",2
12311,@Juice__2 i know bout yo wack ass dreads nigger,1
12312,Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,2
12313,@cumkwats thank you based pee slit,2
12314,Miss you lil bitch @xMASON4LIFEx http://t.co/TqmMnmkCyN,1
12315,"Girl like 19 pics of mine on Instagram this morning while I was working, when I saw that I thought ""this bitch need a life""",1
12316,RT @TasteMyGayness: Sharing is not caring .... Back tf up bitch,1
12317,"RT @thecoreyholcomb: People who r mentally stable know when to beat their kids &amp; when to talk to them. Clubs hoes &amp; ""stop by dads"" should n&#8230;",1
12318,"RT @lilduval: ""People need to mind they business"" bitch this the Internet. stop posting shit then",1
12319,RT @44BINKO: @VoiceOfDStreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;,1
12320,RT @LariDodi: Ur a lil bitch if you don't have your read receipt on&#128064; #Shady&#128511;,1
12321,I think I'm gonna walk around the house free as a bird.,2
12322,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,2
12323,@davidam_23 yes so you could leave fag,1
12324,hell yeah I'm being a pussy cat today.. don't forget a sexy one,1
12325,@nfl am I watching football or pussy soccer? Wtf?,1
12326,@polotags20 pussy,1
12327,@Teets6 shit trash,1
12328,"@BlackberryTroll Blah. If people are determined to think of you as a condescending bitch, it's their loss.",1
12329,These bitches funny like mike epps,1
12330,""" yall niggas b cuffing hoes cause yall aint never have bitches """,1
12331,&#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy,1
12332,About all u can expect from a nicca that can barely talk! Lmao RT @SpaceJam_Teeg: @VonshayeB dude can't spell worth shit yo lol,1
12333,Since my girl like to argue I sent that bitch to law school,1
12334,"My sister is a bitch. My nephew got his first haircut, and he's bald &#128557;",1
12335,RT @YABOYLILB: *rides into the pussy on a gym class butt scooter* http://t.co/573pZSOuc1,1
12336,RT @MotherOfBraylon: &#8220;@1inkkofrosess: @MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;&#8221;&#128514;&#8230;,1
12337,"If the crust ain&#8217;t graham cracker, keep that pie",2
12338,@JoriBunni he talkin bout we wanna be human and I'm just like .... bitch whet?,1
12339,"RT @balvarezzzz: &#8220;@3phonekibagami: @balvarezzzz why you hurt my feelings&#8221; 

Jk 3phone you pull all the hoes wit the nice weaves",1
12340,RT @IamMrEchols: 9 times outta 10 a bitch gonna know if she a hoe or not,1
12341,RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq,1
12342,I pictured Angus running up the side of FOB Sharana with every day in Afghanistan @ReturnTo1776 http://t.co/zj1MK6w7EF,2
12343,From that point should saw how I treated that bitch fucked her now lose my number I ain't answering shit,1
12344,... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.,1
12345,"Hoes will put ""With ya man &#128540;"" as the location in their bio then get mad when you think they a hoe..",1
12346,My Fantasy reign starts today! Got pussy nigga Los up first lmao...cmon Seattle D cut upppppp!!!,1
12347,@allsportsbruh literally retarded. You were dropped on your head.,1
12348,And I was like yeah bitch,1
12349,@stevennn17 lmao not even bro if a girl a thottie keep it simple call her a hoe,1
12350,"RT @WeAreGirICodes: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/LmpA15kAiZ",1
12351,Gay ass nigga &#128514;&#128514; bitch you thought you thought,0
12352,!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;,1
12353,RT @RealNiggaSherm: I can't trust a bitch I can't trust myself,1
12354,RT @ivanrabago_: @InfamousCoryOG @_WhitePonyJr_ @EakaErick there's only like one retarded fucking beaner that does and he's a stupid ass ex&#8230;,1
12355,RT @SAMMI_boyden: @savanigga oh....I know dude. I just went OFF ON HIS ASS I'm done with that faggot,1
12356,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,0
12357,You know the head good when it feel like she has a pussy stuffed down her throat,1
12358,RT @LiveAndUncut: It's a lot easier to let go of a girl if you find out she's been giving the pussy out like goodie bags at a birthday bash.,1
12359,@EricWithAHotDad bitch I'm done with school,1
12360,@Yankees probably time to put this twitter feed to bed #nyy,2
12361,RT @DerekPayne_: I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!,1
12362,RT @Ivan_splash: If a guy flirts with ya girl that's just niggas being niggas. If she flirts back she a hoe,1
12363,"RT @femaIes: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a ba&#8230;",1
12364,RT @CHlLDHOODRUINER: 1000 rts and he'll spark this hoe in here http://t.co/BF90AMgWPo,1
12365,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,0
12366,I'm in my glory bitch &#128130;&#128315; http://t.co/pnOAaWENkv,1
12367,What's up with all these bitches in bed clothes...? Walking the streets like that shit is cute.,1
12368,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",0
12369,"RT @FemaleTexts: ""You're such a bitch"" 

Me: http://t.co/XfRnQ6UM1O",1
12370,RT @jay_gee24: Damn it wigga &#128514;&#128514;&#128514;&#128514;,1
12371,I hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch I fuc wit lol smh,1
12372,' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http://t.co/GAIElrPDIK,1
12373,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.,2
12374,RT @O3_Millz: I'm just saying at one point in my life Deonte took and cuffed my bitch &#128175;&#128175; a year later I fucked his &#128514;&#128514;&#128175;,1
12375,"Jon Jones just lost all my respect, turned down a fight like a bitch, hope he loses his next fight now, @JonnyBones",1
12376,RT @Jaystuh72: &#8220;@187XO_: ' Not playen that side niggah shit with mine .&#8221;omm,1
12377,Bye bitch.,1
12378,Annnnd you're a dyke. &#9995;,1
12379,"RT @_TraeMartinez: @ATRLfan @ChocolVte_ @baesuschrist @VikkiNoSecrets bitch you ugly as fuck, are you a fuck tranny ? Get Alligator face as&#8230;",1
12380,Niggas cry when they get hit high and cry when they get hit low. NFL full of pussies now,1
12381,"#FemaleLogic is worse than the jig, I'm convinced",2
12382,"RT @TrueNovacane: When you think you sliden, bitch you slippen &amp; I know the truth. I KNOWW I KNOWW I KNOWW, YOU KNOW THAT I KNOWW I KNOWW I&#8230;",1
12383,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;,2
12384,Bad foreign bitch she a walkin Ferrari,1
12385,@MurphMcMahon I swear I thought you were describing a pussy. ...I gotta go to bed.,1
12386,"Tell them skinny hoes bounce, bring them thick bitches back",1
12387,I did everything but trust these hoes !,1
12388,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;,1
12389,RT @QtipTheAbstract: Derek Jeter ... A class act... A great Yankee... A 1st ballot Hall of Fame inductee to be,2
12390,All my young boys round me sayin get money and fuck these hoes,1
12391,"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better!",2
12392,Heard some good news today and all I gotta say is karma is a bitch &#128521;&#128139;&#9996;&#65039;,1
12393,@NicoleADietrich chug pee,2
12394,"Used to have a girlfriend, now all I got is hoes..",1
12395,"I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges",1
12396,I hate when black people try and be white so bad ... Your a nigger,0
12397,&#8220;@LesterrNem: Bad bitches is the only thing that I like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;,1
12398,"RT @itssJayda: &#8220;@uce_INA: &#8220;@leaisalioness: &#128081; http://t.co/uYKb0T3Fba&#8221; hoes on gish road be lookin like.. Talkin bout ""5 dolla sucky sucky""&#128514;&#8230;",1
12399,"RT @illesttam: ""go talk to your hoes"" https://t.co/oXa8IqqFjR",1
12400,"RT @iam_KandiRaven ""Fuck ur WCW...let me see wat ur current bitch look like."" + Oowe...",1
12401,RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.,2
12402,And just like me that bitch loaded.,1
12403,RT @Sunny_Goodz: Seeeeee man. Niggas a lose they bitch over a bitch that's not even worth it,1
12404,Truth is you're about as smelly as a barn bitch.,1
12405,These hoes are hilarious these days &#128514;&#128514;,1
12406,@wodaeeex3 hoe yu came at me first tf,1
12407,Cute buff guy walked in and then he opened his mouth and he was a flipping retard &#128529;&#128530;,1
12408,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches.",1
12409,@kenzieblake2015 what time is your bonfire Saturday hoe?,1
12410,I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,2
12411,I'm going thru it my bitch ain't even my bitch she let the whole team hit,1
12412,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",1
12413,RT @TheFakeESPN: Rutgers terminated Mike Rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill ...,1
12414,rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/jxTvd6dVdu,1
12415,RT @woohdakidd_74: &#8220;@Shane_A1: I'm steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys&#8221;&#128561;&#128561;smh sad &#8230;,1
12416,Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right,1
12417,"@Citygirl_moe - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said ""I'll turn all you hoes out, fwm!"" &#128553;&#128557;",1
12418,"Lmao this bitch high asf and she asked me ""Do I look high?""",1
12419,Light skin girls is the biggest hoes?,1
12420,@kimcampano &#128553;&#128557;&#128557; bitches needa take notes,1
12421,&#8220;@Hermosa_Jayy: Can I bring anotha bitch or nah &#128527;&#8221;,1
12422,Some niggas save hoes,0
12423,RT @Tr1zz: How bout some of you bitches be women for Halloween.,1
12424,"@MorganSmith_20 unfortunately you are correct sir , still eat shit and die though ....bitch :)",1
12425,My sister said my step mom is a cunt. &lt;3 i love my Sister (:,1
12426,RT @BallOut057: Free Tino lul hoe &#9995;&#128275;,1
12427,RT @ispeak_sarcasms: the nigga with no future always have the most hoes..,1
12428,"seriously, who cares what color somebody is? that makes you a huge faggot in my book.",1
12429,"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",2
12430,What kind of bitch ass throw was that Alex. Fuck.,1
12431,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",2
12432,"RT @WeedHumor: Marijuana is a gateway drug. It leads to happiness, great sex, pain relief, and increased patience with crazy bitches. And w&#8230;",1
12433,@FloralElephants *pom poms* YOU MAKE THAT SHIT YEAHHHH,1
12434,RT @CallMeRenee_: @1inkkofrosess hey hoe,1
12435,@Cee_Murda94 yellow fin,2
12436,"Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.",1
12437,red meat trash,2
12438,Oh man. This could be a serious first ever Chanel bag contender RT @evachen212 grape-colored Chanel bags http://t.co/q8ShjIFv,2
12439,&#8220;@RileyyBryn: &#8220;@devon_sheaa: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;,1
12440,@ClicquotSuave the new nip dropped today rii?,2
12441,Life aint nuthin but bitches and money #icecube #nwa,1
12442,RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,2
12443,"&#8220;@Godbody_ream: I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is&#8221;&#128563;",1
12444,RT @BigDaddyTise: &#8220;@Mr_popular: Bald headed bitches mad at me because they look like this. don't blame me blame your parents. #BMB http://t&#8230;,1
12445,RT @shayconnnor: u ain't sailor moon bitch,1
12446,All my hoes got money she in the mall she ballin bitch buy something for me,1
12447,We cocky yea bitch we cocky.,1
12448,RT @southernshirt: The only things you need in life are comfy shirts and Oreos #southernshirt,2
12449,Never argue with a bitch that's at the bottom of the food chain. &#128129;,1
12450,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",0
12451,@Mijo_LGI you're such a bitch,1
12452,"Teacher: You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life..",1
12453,&#8220;@TwittahCween: Always tryna degrade girls&amp;shit &#128530; when really..pussy&amp;ass is almost all yall think about so shuuutt iittt .&#8221; Sometimes,1
12454,The hoes be rated E !,1
12455,RT @Jeremiah_337: Well bitch biology said RT @TEEJUSTYCE Who said 2 females can't make a baby together? That's all me. &#128106; http://t.co/5vEGg6&#8230;,1
12456,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,2
12457,@SFGiants trash smh game rigged bumgarner took roids,2
12458,@_icantmiss send that hoe &#128514;&#128514;,1
12459,@munafal777 karma is a bitch,1
12460,@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,2
12461,Well I'm back on the prowl for a bad bitch,1
12462,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",1
12463,"RT @drhoagie: .@1Dittlinger Jay; I think once someone has Alzheimer's, suffers from alcoholism and is mildly retarded, people shouldn't mak&#8230;",2
12464,RT @BrooksHeineman: @YoungPeezyy @512JORGE With me bitch.,1
12465,RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;,2
12466,"Being a girl sucks. We have to deal with periods making us a bitch, shaving our legs on a daily basis, and worrying about what we eat.",1
12467,"""Wow you are a bitch"" 
 Yes that's already been established, anything else you have to say?",1
12468,"@NaiEpolag you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets.",1
12469,&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's,1
12470,I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,2
12471,@eanahS__ nips,2
12472,RT @chanelpuke: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,1
12473,""" quick piece of pussy call it a drive by """,1
12474,"RT @DanDanManlyMan: @00sexilexi00 Swiggety swag, I love you too fag",1
12475,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,2
12476,"Id make you look like an absolute pussy, because you're too scared to say anything to my face hahahahahaha",1
12477,"""Stop looking us and go eat some pussy, you yuppie fucks.""",1
12478,If i was to get a rich girl so be it. At least she likes me. She saw something in me you hoes didn't see,1
12479,Them Bad bitches blow kisses by my earlobe,1
12480,I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.,1
12481,RFT Tweet of the day&#128588;&#128588; &#8220;@HereForEB: If a nigga change on you.. Fuck em .. He was a bitch nigga from day 1&#8221;,1
12482,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,2
12483,Up early then a bitch driving to denton omg can I move already,2
12484,@b_scheich &#128072;&#128166; salute a bad bitch,1
12485,Tym 2 lyt dis blunt n holla @ hoes.,1
12486,"RT @SweetHunnieLips: Lookie here folks

I'm not a chocolate, thick, natural haired female

Nudes=trash",1
12487,&#128514;&#128514; this white bitch think she miley cyrus &#128557;&#128557; http://t.co/lFfy5HvcNa,1
12488,"RT @CarmeelaCuuh: I be like wassup bitch?!
&#175;\( &#728;o&#728;)/&#175;
 ) )
 | \
 | |_
""huh? nothing""

 that's what I thought hoe.
(&#728;o&#728; )
 &lt;) &#8230;",1
12489,Johnathan Martin is a straight up pussy. #ManUp,1
12490,@hmianturner boooooi that's TMI for these hoes,1
12491,RT @Yankees: .@DRob30 comes in to close out the game here in the 9th. #Yankees,2
12492,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",1
12493,RT @ItsPoochFlair: That bitch ugly RT @Titsandlickher: Daughter. http://t.co/lboZMlfbOX,1
12494,Some of these niqqa a straight pussy whipped &#128165;,1
12495,"Young, stupid ass hoes these days&#128514;&#128514;#GOTDAYUM",1
12496,you drove me redneck crazy,1
12497,RT @iLikeWGW: retweet for big booty bitches,1
12498,@AbusiveMen You're a fucking pussy,1
12499,"RT @HBCUfessions: ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU...",1
12500,@DolanGang beans u beaner?,0
12501,"Met a bad bitch from Chicago. My hat wasn't cocked, yo.",1
12502,RT @DomWorldPeace: Teixeira on point tonight. #Yankees,2
12503,Riding in that ooo bitch it's nasty,1
12504,RT @NoChillPaz: The only girls that care about being a guys WCW are hoes,1
12505,@GallagherEmily nigra in da back,1
12506,The shit that you bitches brag about is hilarious,1
12507,@MIKEB_IN_THE_D free world bitch,1
12508,I need a bitch to go down like I need a beat,1
12509,RT @AMGLLCCEO: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU,1
12510,RT @Norsu2: Democrats to push income inequality as top issue of 2014 http://t.co/6fMioxUIgK Charlie Baker (R) veers further left all in w D&#8230;,2
12511,"RT @ElleHueyXIV: ""Fuck me or I'll make you feel bad about it. But if you fuck other guys, I'll call you a hoe. And if you fuck me, I'll thi&#8230;",1
12512,Females be damn near naked wondering why niccas jus wanna fuk lol,1
12513,When hoes think I got sucker nigga written across my forehead...,1
12514,@just_joshin7 fag.,0
12515,"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",2
12516,".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http://t.co/3OcxPxlYdt",1
12517,Stupid and ain't got hoes #ShmediumProblems,1
12518,RT @tanaka_callen: @t_ndyy awwww my niggar thank you so much sure means a lot &#9825;&#9825;,1
12519,I know you seeeeen my faceeeee gon send a bitch maa wayyyy,1
12520,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.,0
12521,"@ToulaBaby faggot is a public spectacle. most gays are not fags.
public display gets public opinion.",1
12522,My niggah my niggah...,1
12523,I feel like I got bitch slapped by karma.,1
12524,Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE,1
12525,RT @legapsi06: I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b&#8230;,2
12526,RT @_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;,1
12527,I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,2
12528,"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",1
12529,"RT @cotydankh: ""are these hoes loyal?""

&#12288; N
&#12288;&#12288; O
&#12288;&#12288;&#12288; O
&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288; .
&#12288;&#12288;&#12288;&#12288;.",1
12530,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",0
12531,@HaleyJoanis lick my pussy and ma crack,1
12532,Preach RT @POONsoaker: Ugly girls are the way to go man. Nobody got time for you pretty hoes,1
12533,Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity. Stop being cruel bitch,1
12534,"RT @KingUlyssesIV: These bitches aint shit &amp; pussy is my greatest vice
I love smokin weed, i hate advice",1
12535,RT @queenalyzee_: We ain't friends hoe,1
12536,@MakeAnothaHov T.o. was a faggot crybaby,0
12537,RT @_BeautifulKeezy: &#8220;@sofpizzie_: These hoes gonna be stunting in Florida with the pussy&#128586;&#128548;&#128548;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#128080;,1
12538,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",1
12539,@NoBeeetch faggot ass fucking snitch,1
12540,one fly ass bitch,1
12541,Whipped out some french in front of some babes at the post office. #winning,2
12542,@Ari_Tweetz lol na bitches like crazy if the D good &#128064;,1
12543,Jada Fire has never dropped me for talking to imaginary hoes,1
12544,Told da nicca str8 up to his face whateva he got goin on I Want In..Guess he felt some type of way bout it,1
12545,@brotherbill7 thirsty hoes &#128129;,1
12546,The early bird takes a nap before noon.,2
12547,RT @Pointstacked: Follow this fag @ShinSnipes it's his birthday today,1
12548,"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !",1
12549,RT @MikeDiggEm: Only ugly girls can fight. Pretty bitches have no hands lol,1
12550,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""",1
12551,"RT @andrewtylerdick: &#8220;@ZWHITE93: Or... Run wildcat. Let Romo run that deep post, and have Murray bomb that bitch to Tony&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1
12552,Westside nicca!,1
12553,Got your bitch with me right now.,1
12554,@DareTnzR I know these hoes ain't right,1
12555,&#8220;@Smokinonkaya_: &#8220;@Nilaja_: Everybody Loves Dej Loaf&#8221; cause that's wifey&#8221; fuck off kaya dats my bitch.,1
12556,All my hoes they so rude,1
12557,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!",0
12558,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,0
12559,RT @TheRealIceTre: Finna hit this bitch with a handful of salt http://t.co/uaBiQvI6a6,1
12560,RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;,1
12561,@Dswizzle3 bitch i dont even look like that keep talking and we going to fight,1
12562,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,0
12563,&#8220;@TrillVanillaaa: I feel like twerking &#128514;&#128514;&#8221; This is why yo pussy stank &#128581;,1
12564,@TrillVanillaaa bitch,1
12565,"I can't believe I'm jealous! All I can think is, ""What goddamn bitch was in your room to take a pic of you in bed with your shirt off?"". -_-",1
12566,Good morning Charlie @Charlie4927 @jrstws @qnoftherealm @SavvyHuman @scdorn @yrwol7 @PlainUnamerican @ErickInNC @PuterPrsn @tomwfry,2
12567,"@gayle_ryan I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.",0
12568,RT @Shalewis09: Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.,2
12569,Any pregnant bitches at centreville I should know about in about to move there next ... &#8212; Idk.. I dont go to cville http://t.co/Hq4Q6zfwjh,1
12570,RT @TomArnold: Boy went trick or treating at Charlie Sheen's. Dada not jealous cause all Charlie gave out was really good candy and by cand&#8230;,2
12571,"I can't express how much I hate sam, he is by far hands down no questions asked my least favorite character , so bitch made #freaksandgeeks",1
12572,RT @Slickem_hound Yall still getting y'all face beat igggggy + you still taking pics with a face full of pussy nut?Dawg yoi a slut!,1
12573,@AyDontJudgeMe Just come stop in this bitch cause im bout to get off,1
12574,RT @Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;,1
12575,"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs""",2
12576,&#8220;@ericwooden21 I need ran theo and theo HOMIE rocking the cool&#8221; I need some free shit or some hoes,1
12577,Tryna be sumbody cinnamon apple &#171;@DarksknStruggle Now I cant trust any bitch wit pussy that taste like cinnamon apple http://t.co/hwM427BW7V,1
12578,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",0
